College ID,Country,Total Students,Male,Female,CGPA,Annual Family Income,Branch,Sports,Research Papers Published,Placement Rate,Faculty Count
College 52,UK,27002,2593,11644,10.0,3574250,Physics,Swimming,39,100.0,655
College 93,Switzerland,11913,9392,2521,6.951278,762556,Chemical Engineering,Athletics,31,68.83999999999999,256
College 15,Japan,15644,5475,4388,9.3279225,1795845,Business Administration,Volleyball,37,91.99,555
College 72,Singapore,13239,7363,5876,8.6811115,1222223,Physics,Tennis,48,97.98,455
College 61,Canada,10236,13339,-3103,8.5605665,1921133,Biotechnology,Athletics,34,83.56,310
College 21,USA,22804,4373,2757,9.1128275,1885655,Chemical Engineering,Basketball,30,85.5,439
College 83,UK,8135,11111,-2976,6.935854,1191708,Biotechnology,Volleyball,21,76.13,282
College 87,China,27548,10637,6987,9.0751165,1770233,Mathematics,Football,16,93.22,434
College 75,Singapore,12794,9086,1558,10.0,4430770,Electrical Engineering,Football,42,95.17,485
College 75,China,23999,7156,8430,10.0,4620478,Business Administration,Badminton,14,85.93,371
College 88,Australia,3850,12936,-9086,7.8747645,1089529,Business Administration,Basketball,18,89.57,314
College 100,Japan,2873,8467,-5594,7.967944,3055888,Mathematics,Cricket,4,83.39,347
College 24,Japan,7904,6858,1046,9.2728895,1765779,Electrical Engineering,Cricket,44,80.32000000000001,174
College 3,Switzerland,25589,10415,4392,9.2230385,4126077,Physics,Cricket,0,61.74,418
College 22,Canada,6717,2103,3807,9.5348055,4309611,Mathematics,Swimming,0,85.72,193
College 53,Australia,9806,12405,-2599,8.53194,923880,Computer Science,Tennis,41,92.06,512
College 2,UK,3269,3911,-642,7.6348115,869623,Chemical Engineering,Chess,39,88.66000000000001,221
College 88,Singapore,22168,12751,5766,10.0,1856360,Business Administration,Badminton,19,83.38000000000001,548
College 30,India,23219,6441,7785,7.351317,1122634,Biotechnology,Basketball,26,85.85,690
College 38,Japan,4549,13278,-8729,10.0,3208978,Chemical Engineering,Chess,3,99.69,536
College 2,China,4074,3768,306,8.4365395,853079,Electrical Engineering,Basketball,40,94.62,462
College 64,Canada,19535,12413,7122,8.3218445,4623689,Chemical Engineering,Basketball,45,84.52,624
College 60,UK,16711,10812,5899,7.519511,2679022,Chemical Engineering,Swimming,11,89.66,375
College 21,China,4738,2322,2416,9.8428505,3985701,Biotechnology,Athletics,22,73.53,189
College 33,Singapore,1731,12886,-11155,10.0,4492548,Civil Engineering,Swimming,18,75.57,506
College 76,Singapore,5084,8055,-2971,7.632854,1665708,Electrical Engineering,Athletics,2,61.61,112
College 58,Australia,22876,5242,10638,7.839315,1538630,Civil Engineering,Swimming,43,99.07,432
College 22,South Africa,25062,7683,6199,8.7595745,1179149,Electrical Engineering,Cricket,29,76.32000000000001,566
College 89,China,25462,2895,3954,7.763320999999999,1166642,Mechanical Engineering,Cricket,15,95.1,562
College 49,UK,22362,11354,10528,7.4991145,1278229,Mathematics,Football,33,69.86,686
College 91,Singapore,8660,2917,5743,10.0,2926777,Economics,Badminton,17,99.56,177
College 59,Australia,3799,4864,-1065,10.0,3075269,Civil Engineering,Badminton,37,74.75,231
College 42,Australia,14338,9439,4899,8.495446000000001,1430892,Civil Engineering,Athletics,42,88.48,517
College 92,Switzerland,4854,7344,-2490,10.0,4668493,Electrical Engineering,Tennis,25,83.5,462
College 60,India,3205,6343,-3138,9.0153605,2010721,Business Administration,Basketball,0,88.45,228
College 80,South Africa,15026,1259,9074,7.413031,1086062,Physics,Swimming,20,78.0,314
College 15,USA,28322,7863,1768,10.0,3641528,Electrical Engineering,Basketball,22,66.96000000000001,414
College 62,Singapore,19348,13451,5897,10.0,2627879,Economics,Football,30,92.18,665
College 62,UK,2204,13011,-10807,8.866756,4933512,Electrical Engineering,Tennis,20,83.71,92
College 47,UK,28213,3657,9048,7.6869685,673937,Mechanical Engineering,Swimming,49,100.0,699
College 62,Japan,21780,6319,2916,7.502156999999999,2884314,Chemical Engineering,Volleyball,28,96.71,371
College 51,Switzerland,13123,8305,4818,7.351106000000001,322212,Business Administration,Athletics,25,100.0,598
College 55,Switzerland,12463,11743,720,9.6686305,3957261,Electrical Engineering,Volleyball,19,63.15,412
College 64,Switzerland,7588,8367,-779,7.6092815,3038563,Economics,Cricket,19,74.78,378
College 3,UK,13554,14072,-518,10.0,2979277,Electrical Engineering,Badminton,19,85.13000000000001,461
College 51,South Africa,21557,14444,3128,9.65525,1650500,Computer Science,Athletics,46,98.55,646
College 7,Australia,17050,12635,4415,7.414044,748088,Business Administration,Cricket,33,89.2,599
College 21,China,28246,11923,14300,10.0,4362732,Electrical Engineering,Volleyball,27,99.34,644
College 73,Canada,10941,8779,2162,10.0,4990205,Physics,Football,27,92.58,225
College 39,India,6321,3928,2393,8.1480855,536171,Mechanical Engineering,Volleyball,2,80.68,460
College 18,Singapore,5323,10363,-5040,8.994186,4288372,Civil Engineering,Tennis,29,80.10000000000001,210
College 4,Switzerland,29070,5026,12201,8.561722,983444,Electrical Engineering,Badminton,34,84.76,758
College 89,South Africa,14335,7877,6458,8.196328,3472656,Electrical Engineering,Swimming,38,97.27,380
College 60,UK,25197,13535,1648,9.204607500000002,1989215,Physics,Tennis,10,86.08,442
College 14,Australia,19976,5692,14284,9.0570695,4574139,Mechanical Engineering,Chess,23,89.66,631
College 9,Canada,11645,10613,1032,9.779367,4798734,Economics,Athletics,36,83.14999999999999,421
College 90,UK,8995,5428,3567,8.2642085,2048417,Business Administration,Swimming,31,69.21,364
College 53,Australia,16763,10344,6419,8.9711285,1162257,Biotechnology,Swimming,43,81.28,271
College 2,South Africa,12274,14522,-2248,7.030323,840646,Physics,Volleyball,35,65.97,475
College 84,South Africa,7946,6557,975,7.822401500000001,1184803,Economics,Football,15,95.96,310
College 92,Australia,17290,3335,5092,8.474088,768176,Civil Engineering,Football,16,77.35,256
College 60,Japan,2088,3046,-958,8.42309,3486180,Business Administration,Swimming,36,75.89,519
College 71,India,12625,8431,4194,7.6056805,1771361,Civil Engineering,Football,14,82.01,604
College 44,UK,6977,8318,-1341,8.624355,2348710,Biotechnology,Volleyball,21,93.46,494
College 8,UK,24757,14535,6241,9.488548,2117096,Physics,Volleyball,33,86.97,636
College 47,Singapore,18840,13152,3184,8.1230545,1286109,Biotechnology,Volleyball,6,75.36,430
College 35,Japan,2089,7925,-5836,6.594893,529786,Computer Science,Chess,36,66.84,258
College 78,Canada,7573,11348,-3775,7.339996,239992,Civil Engineering,Tennis,38,90.86,303
College 81,South Africa,28268,12105,13406,8.78249,1244980,Economics,Badminton,39,79.13000000000001,757
College 36,Switzerland,18062,14671,3391,8.355276,3830552,Biotechnology,Football,19,91.0,568
College 50,China,25654,11922,13574,10.0,4544606,Computer Science,Tennis,44,96.09,456
College 4,Australia,14020,4822,9198,6.549474999999999,2898950,Business Administration,Football,4,71.69000000000001,318
College 2,UK,10650,1277,6321,9.3400285,2520057,Chemical Engineering,Tennis,12,64.54,302
College 6,South Africa,3452,3913,-461,10.0,3091378,Civil Engineering,Chess,35,92.3,233
College 54,China,12429,12228,201,9.913046,2566092,Electrical Engineering,Football,49,94.06,539
College 4,India,16779,13358,3421,9.981024,4982048,Computer Science,Tennis,7,90.56,401
College 54,South Africa,21237,2910,1420,7.779231999999999,358464,Mathematics,Volleyball,34,65.7,325
College 93,UK,3464,4825,-1361,9.039316500000002,1658633,Biotechnology,Badminton,30,91.37,138
College 63,South Africa,24062,1658,3104,10.0,4538084,Civil Engineering,Swimming,26,89.11999999999999,396
College 18,China,13359,4888,7146,6.882194999999999,2144390,Mechanical Engineering,Swimming,32,83.19,613
College 90,India,24763,8448,6399,8.4184775,2436955,Physics,Cricket,35,95.1,409
College 44,Canada,17549,7120,8444,9.5683795,3376759,Chemical Engineering,Chess,37,84.67,341
College 34,Australia,4886,3433,1065,7.5154285,350857,Mechanical Engineering,Basketball,25,77.05,374
College 74,South Africa,25127,11766,1625,9.9889135,3257827,Physics,Football,20,78.17,646
College 62,Singapore,25293,11546,2189,10.0,3551023,Mathematics,Chess,4,99.28,440
College 100,Japan,28054,1405,11540,8.03228,3384560,Physics,Basketball,34,79.02000000000001,519
College 14,Australia,26344,4504,3983,9.1642855,4608571,Economics,Cricket,0,68.99,610
College 95,South Africa,28433,12554,1156,8.2628225,585645,Business Administration,Tennis,34,95.88,691
College 48,Australia,5419,13589,-8170,10.0,4820516,Physics,Football,46,86.69999999999999,149
College 15,South Africa,11189,1271,8161,10.0,2857712,Civil Engineering,Swimming,3,76.2,412
College 72,USA,24765,10643,4614,9.331705,4343410,Mechanical Engineering,Basketball,46,92.67,726
College 78,Singapore,7859,11933,-4074,7.7120085,1524017,Computer Science,Badminton,41,97.43,434
College 87,UK,27136,4997,2843,9.2266745,2493349,Chemical Engineering,Volleyball,22,74.68,748
College 62,Singapore,6747,9511,-2764,8.193396,206792,Chemical Engineering,Basketball,44,77.57000000000001,404
College 40,India,17568,12916,4652,9.9856195,2311239,Chemical Engineering,Volleyball,15,93.16,573
College 85,USA,27803,4682,10343,7.739693,1539386,Business Administration,Cricket,10,94.35,641
College 80,Singapore,22382,8543,12722,8.464649,729298,Civil Engineering,Athletics,42,99.15,356
