Driver,LapNumber,Compound,Stint,TyreLife,Position,LapTime (s),Race,Year,LapTime_Delta,Cumulative_Degradation,PitStop,PitNextLap,RaceProgress,Normalized_TyreLife,Position_Change
PER,19,MEDIUM,3,4.0,4,96.436,Japanese Grand Prix,2024,-1.407999999999987,-18.389999999999983,0,0,0.2638888888888889,0.1081081081081081,0.0
PER,20,MEDIUM,3,5.0,4,96.206,Japanese Grand Prix,2024,-0.2300000000000039,-18.61999999999999,0,0,0.2777777777777778,0.1351351351351351,0.0
PER,21,MEDIUM,3,6.0,4,96.558,Japanese Grand Prix,2024,0.3520000000000038,-18.267999999999983,0,0,0.2916666666666667,0.1621621621621621,0.0
PER,22,MEDIUM,3,7.0,3,97.264,Japanese Grand Prix,2024,0.7059999999999889,-17.561999999999998,0,1,0.3055555555555556,0.1891891891891892,1.0
PER,23,MEDIUM,3,8.0,3,96.656,Japanese Grand Prix,2024,-25.175,-18.169999999999987,0,1,0.3194444444444444,0.2162162162162162,5.0
PER,24,MEDIUM,3,9.0,3,96.921,Japanese Grand Prix,2024,-10.301999999999992,-17.904999999999987,0,1,0.3333333333333333,0.2432432432432432,5.0
PER,25,MEDIUM,3,10.0,3,97.76,Japanese Grand Prix,2024,-10.061999999999998,-27.966999999999985,0,1,0.3472222222222222,0.2702702702702703,5.0
PER,26,MEDIUM,3,11.0,2,97.689,Japanese Grand Prix,2024,-9.978000000000009,-28.038,0,1,0.3611111111111111,0.2972972972972973,6.0
PER,27,MEDIUM,3,12.0,2,96.843,Japanese Grand Prix,2024,-11.204999999999998,-39.243,0,1,0.375,0.3243243243243243,6.0
PER,28,MEDIUM,3,13.0,2,96.733,Japanese Grand Prix,2024,-10.891999999999996,-39.353,0,1,0.3888888888888889,0.3513513513513513,6.0
PER,29,MEDIUM,3,14.0,2,96.969,Japanese Grand Prix,2024,-10.731000000000009,-50.084,0,1,0.4027777777777778,0.3783783783783784,6.0
PER,30,MEDIUM,3,15.0,2,97.097,Japanese Grand Prix,2024,-10.373000000000005,-49.956,0,1,0.4166666666666667,0.4054054054054054,4.0
PER,31,MEDIUM,3,16.0,2,97.118,Japanese Grand Prix,2024,-11.760000000000003,-49.935,0,1,0.4305555555555556,0.4324324324324324,4.0
PER,32,MEDIUM,3,17.0,2,97.106,Japanese Grand Prix,2024,-11.229,-49.947,0,1,0.4444444444444444,0.4594594594594595,5.0
PER,33,MEDIUM,3,18.0,2,99.409,Japanese Grand Prix,2024,-8.607,-47.64399999999999,0,1,0.4583333333333333,0.4864864864864865,5.0
PER,34,HARD,4,1.0,5,114.946,Japanese Grand Prix,2024,0.0,0.0,1,0,0.4722222222222222,0.05,2.0
PER,35,HARD,4,2.0,4,93.945,Japanese Grand Prix,2024,-21.001000000000005,-21.001000000000005,0,0,0.4861111111111111,0.1,1.0
PER,36,HARD,4,3.0,3,94.479,Japanese Grand Prix,2024,0.534000000000006,-20.467,0,0,0.5,0.15,1.0
PER,37,HARD,4,4.0,2,94.808,Japanese Grand Prix,2024,0.3290000000000077,-20.13799999999999,0,0,0.5138888888888888,0.2,1.0
PER,38,HARD,4,5.0,2,95.245,Japanese Grand Prix,2024,0.4369999999999976,-19.701,0,1,0.5277777777777778,0.25,0.0
PER,39,HARD,4,6.0,2,94.99,Japanese Grand Prix,2024,-52.07299999999999,-19.956000000000003,0,1,0.5416666666666666,0.3,3.0
PER,40,HARD,4,7.0,2,94.738,Japanese Grand Prix,2024,0.0,-22.224000000000004,0,1,0.5555555555555556,0.35,0.0
PER,41,HARD,4,8.0,2,95.03,Japanese Grand Prix,2024,1.811000000000007,-21.932,0,1,0.5694444444444444,0.4,14.0
PER,42,HARD,4,9.0,2,95.433,Japanese Grand Prix,2024,4.744000000000014,-21.529,0,1,0.5833333333333334,0.45,14.0
PER,43,HARD,4,10.0,2,95.099,Japanese Grand Prix,2024,4.557000000000002,-21.863,0,1,0.5972222222222222,0.5,14.0
PER,44,HARD,4,11.0,2,94.701,Japanese Grand Prix,2024,-28.822000000000003,-22.26100000000001,0,1,0.6111111111111112,0.55,6.0
PER,45,HARD,4,12.0,2,94.996,Japanese Grand Prix,2024,-9.704999999999998,-21.966000000000008,0,1,0.625,0.6,6.0
PER,46,HARD,4,13.0,2,94.75,Japanese Grand Prix,2024,4.185000000000002,-22.212000000000003,0,1,0.6388888888888888,0.65,14.0
PER,47,HARD,4,14.0,2,95.056,Japanese Grand Prix,2024,4.920000000000002,-21.90600000000001,0,1,0.6527777777777778,0.7,14.0
PER,48,HARD,4,15.0,2,95.383,Japanese Grand Prix,2024,4.587999999999994,-21.579000000000008,0,0,0.6666666666666666,0.75,14.0
PER,49,HARD,4,16.0,2,95.035,Japanese Grand Prix,2024,-0.347999999999999,-21.927000000000007,0,0,0.6805555555555556,0.8,0.0
PER,50,HARD,4,17.0,2,95.244,Japanese Grand Prix,2024,0.2090000000000031,-21.718000000000004,0,1,0.6944444444444444,0.85,0.0
PER,51,HARD,4,18.0,2,94.89,Japanese Grand Prix,2024,-2.0999999999999943,-22.072000000000003,0,1,0.7083333333333334,0.9,8.0
PER,52,HARD,4,19.0,2,94.929,Japanese Grand Prix,2024,17.144000000000005,-22.033,0,1,0.7222222222222222,0.95,7.0
PER,53,HARD,4,20.0,2,94.728,Japanese Grand Prix,2024,16.35499999999999,-22.23400000000001,0,1,0.7361111111111112,1.0,7.0
PIA,1,MEDIUM,1,1.0,6,144.356,Japanese Grand Prix,2024,53.31999999999999,39.088,0,0,0.0128205128205128,0.0256410256410256,-1.0
PIA,4,MEDIUM,2,4.0,6,97.734,Japanese Grand Prix,2024,12.780999999999992,12.780999999999992,0,0,0.0512820512820512,0.0512820512820512,-4.0
PIA,5,MEDIUM,2,5.0,6,97.631,Japanese Grand Prix,2024,15.317000000000007,12.677999999999995,0,0,0.0641025641025641,0.0641025641025641,-4.0
PIA,6,MEDIUM,2,6.0,6,98.141,Japanese Grand Prix,2024,-12.745999999999997,13.188000000000002,0,0,0.0769230769230769,0.0769230769230769,12.0
PIA,7,MEDIUM,2,7.0,6,98.191,Japanese Grand Prix,2024,9.241,13.238,0,0,0.0897435897435897,0.0897435897435897,12.0
PIA,8,MEDIUM,2,8.0,6,98.222,Japanese Grand Prix,2024,0.0,4.198999999999998,0,0,0.1025641025641025,0.1025641025641025,0.0
PIA,9,MEDIUM,2,9.0,6,98.5,Japanese Grand Prix,2024,0.0,-4.540999999999997,0,0,0.1153846153846153,0.1153846153846153,0.0
PIA,10,MEDIUM,2,10.0,6,99.011,Japanese Grand Prix,2024,11.211999999999987,-4.030000000000001,0,0,0.1282051282051282,0.1282051282051282,2.0
PIA,11,MEDIUM,2,11.0,6,99.245,Japanese Grand Prix,2024,16.51700000000001,-3.795999999999992,0,0,0.141025641025641,0.141025641025641,1.0
PIA,12,MEDIUM,2,12.0,6,101.083,Japanese Grand Prix,2024,18.135000000000005,-1.9579999999999984,0,0,0.1538461538461538,0.1538461538461538,0.0
PIA,13,HARD,3,1.0,11,118.558,Japanese Grand Prix,2024,0.0,0.0,1,0,0.1666666666666666,0.0256410256410256,-9.0
PIA,14,HARD,3,2.0,9,97.675,Japanese Grand Prix,2024,-20.88300000000001,-20.88300000000001,0,0,0.1794871794871795,0.0512820512820512,2.0
PIA,15,HARD,3,3.0,9,97.377,Japanese Grand Prix,2024,-0.2980000000000018,-21.18100000000001,0,0,0.1923076923076923,0.0769230769230769,0.0
PIA,16,HARD,3,4.0,9,97.058,Japanese Grand Prix,2024,-0.3189999999999884,-21.5,0,0,0.2051282051282051,0.1025641025641025,0.0
PIA,17,HARD,3,5.0,9,96.747,Japanese Grand Prix,2024,-0.311000000000007,-21.811000000000007,0,0,0.2179487179487179,0.1282051282051282,0.0
PIA,18,HARD,3,6.0,9,96.822,Japanese Grand Prix,2024,0.0750000000000028,-21.736000000000004,0,0,0.2307692307692307,0.1538461538461538,0.0
PIA,19,HARD,3,7.0,9,96.782,Japanese Grand Prix,2024,-0.0400000000000062,-21.77600000000001,0,0,0.2435897435897435,0.1794871794871795,0.0
PIA,20,HARD,3,8.0,9,96.984,Japanese Grand Prix,2024,0.2019999999999981,-21.57400000000001,0,0,0.2564102564102564,0.2051282051282051,0.0
PIA,21,HARD,3,9.0,9,97.416,Japanese Grand Prix,2024,0.4320000000000021,-21.14200000000001,0,0,0.2692307692307692,0.2307692307692307,0.0
PIA,22,HARD,3,10.0,9,98.625,Japanese Grand Prix,2024,1.2090000000000032,-19.933000000000007,0,0,0.282051282051282,0.2564102564102564,0.0
PIA,23,HARD,3,11.0,7,98.919,Japanese Grand Prix,2024,0.2939999999999969,-19.63900000000001,0,0,0.2948717948717949,0.282051282051282,2.0
PIA,24,HARD,3,12.0,7,97.175,Japanese Grand Prix,2024,-1.7439999999999998,-21.38300000000001,0,0,0.3076923076923077,0.3076923076923077,0.0
PIA,25,HARD,3,13.0,7,97.776,Japanese Grand Prix,2024,0.6009999999999991,-20.78200000000001,0,1,0.3205128205128205,0.3333333333333333,0.0
PIA,26,HARD,3,14.0,7,97.364,Japanese Grand Prix,2024,-47.708,-21.194000000000003,0,1,0.3333333333333333,0.358974358974359,1.0
PIA,27,HARD,3,15.0,5,97.389,Japanese Grand Prix,2024,-16.757000000000005,-37.95100000000001,0,1,0.3461538461538461,0.3846153846153846,9.0
PIA,28,HARD,3,16.0,5,97.438,Japanese Grand Prix,2024,-0.4680000000000035,-37.902,0,1,0.358974358974359,0.4102564102564102,9.0
PIA,29,HARD,3,17.0,5,97.771,Japanese Grand Prix,2024,-0.3370000000000033,-37.569,0,1,0.3717948717948718,0.4358974358974359,8.0
PIA,30,HARD,3,18.0,5,97.946,Japanese Grand Prix,2024,0.3640000000000043,-37.394000000000005,0,1,0.3846153846153846,0.4615384615384615,8.0
PIA,31,HARD,3,19.0,5,97.845,Japanese Grand Prix,2024,-0.2650000000000005,-37.495000000000005,0,1,0.3974358974358974,0.4871794871794871,6.0
PIA,32,HARD,3,20.0,6,99.482,Japanese Grand Prix,2024,1.1260000000000048,-35.858000000000004,0,1,0.4102564102564102,0.5128205128205128,4.0
PIA,33,HARD,4,1.0,9,115.493,Japanese Grand Prix,2024,0.0,0.0,1,0,0.4230769230769231,0.0434782608695652,-7.0
PIA,34,HARD,4,2.0,9,95.255,Japanese Grand Prix,2024,-20.238,-20.238,0,0,0.4358974358974359,0.0869565217391304,0.0
PIA,35,HARD,4,3.0,9,94.802,Japanese Grand Prix,2024,-0.4529999999999887,-20.69099999999999,0,0,0.4487179487179487,0.1304347826086956,0.0
PIA,36,HARD,4,4.0,9,95.128,Japanese Grand Prix,2024,0.3259999999999934,-20.364999999999995,0,0,0.4615384615384615,0.1739130434782608,0.0
PIA,37,HARD,4,5.0,9,95.4,Japanese Grand Prix,2024,0.2720000000000055,-20.09299999999999,0,0,0.4743589743589743,0.217391304347826,0.0
PIA,38,HARD,4,6.0,8,95.267,Japanese Grand Prix,2024,-0.1330000000000097,-20.226,0,1,0.4871794871794871,0.2608695652173913,1.0
PIA,39,HARD,4,7.0,8,96.036,Japanese Grand Prix,2024,-52.244,-19.457,0,1,0.5,0.3043478260869565,-4.0
PIA,40,HARD,4,8.0,7,95.888,Japanese Grand Prix,2024,-45.98400000000001,-19.60499999999999,0,1,0.5128205128205128,0.3478260869565217,-3.0
PIA,41,HARD,4,9.0,7,95.545,Japanese Grand Prix,2024,-7.832999999999998,-19.948,0,1,0.5256410256410257,0.391304347826087,-3.0
PIA,42,HARD,4,10.0,7,97.548,Japanese Grand Prix,2024,-38.262,-17.944999999999993,0,1,0.5384615384615384,0.4347826086956521,-3.0
PIA,43,HARD,4,11.0,7,95.841,Japanese Grand Prix,2024,-50.03699999999999,-19.652,0,1,0.5512820512820513,0.4782608695652174,-3.0
PIA,44,HARD,4,12.0,7,95.539,Japanese Grand Prix,2024,9.423000000000002,-19.954,0,1,0.5641025641025641,0.5217391304347826,-3.0
PIA,45,HARD,4,13.0,7,95.648,Japanese Grand Prix,2024,11.346999999999994,-19.845,0,1,0.5769230769230769,0.5652173913043478,-3.0
PIA,46,HARD,4,14.0,7,95.755,Japanese Grand Prix,2024,11.774999999999991,-19.738,0,1,0.5897435897435898,0.6086956521739131,-4.0
PIA,47,HARD,4,15.0,7,95.891,Japanese Grand Prix,2024,11.982,-19.60199999999999,0,1,0.6025641025641025,0.6521739130434783,-4.0
PIA,48,HARD,4,16.0,7,95.898,Japanese Grand Prix,2024,12.329999999999998,-19.595,0,1,0.6153846153846154,0.6956521739130435,-4.0
PIA,49,HARD,4,17.0,7,96.179,Japanese Grand Prix,2024,12.555000000000009,-19.314,0,1,0.6282051282051282,0.7391304347826086,-4.0
PIA,50,HARD,4,18.0,7,96.228,Japanese Grand Prix,2024,12.60499999999999,-19.265,0,1,0.6410256410256411,0.782608695652174,-4.0
PIA,51,HARD,4,19.0,7,95.429,Japanese Grand Prix,2024,11.804000000000002,-20.064,0,1,0.6538461538461539,0.8260869565217391,-4.0
