Driver,LapNumber,Compound,Stint,TyreLife,Position,LapTime (s),Race,Year,LapTime_Delta,Cumulative_Degradation,PitStop,PitNextLap,RaceProgress,Normalized_TyreLife,Position_Change
HAM,27,HARD,2,11.0,4,84.193,Hungarian Grand Prix,2023,0.2270000000000038,-20.483000000000004,0,0,0.3857142857142857,0.3333333333333333,0.0
HAM,28,HARD,2,12.0,4,84.086,Hungarian Grand Prix,2023,-0.1069999999999993,-20.590000000000003,0,0,0.4,0.3636363636363636,0.0
HAM,29,HARD,2,13.0,4,84.055,Hungarian Grand Prix,2023,-0.0309999999999917,-20.620999999999995,0,0,0.4142857142857143,0.3939393939393939,0.0
HAM,30,HARD,2,14.0,4,83.749,Hungarian Grand Prix,2023,-0.3060000000000116,-20.927000000000007,0,0,0.4285714285714285,0.4242424242424242,0.0
HAM,31,HARD,2,15.0,4,83.852,Hungarian Grand Prix,2023,0.1030000000000086,-20.824,0,0,0.4428571428571428,0.4545454545454545,0.0
HAM,32,HARD,2,16.0,4,84.39,Hungarian Grand Prix,2023,0.5379999999999967,-20.286,0,0,0.4571428571428571,0.4848484848484848,0.0
HAM,33,HARD,2,17.0,4,83.817,Hungarian Grand Prix,2023,-0.5730000000000075,-20.85900000000001,0,0,0.4714285714285714,0.5151515151515151,0.0
HAM,34,HARD,2,18.0,4,83.899,Hungarian Grand Prix,2023,0.0820000000000078,-20.777,0,0,0.4857142857142857,0.5454545454545454,0.0
HAM,35,HARD,2,19.0,4,83.851,Hungarian Grand Prix,2023,-0.0480000000000018,-20.825000000000003,0,0,0.5,0.5757575757575758,0.0
HAM,36,HARD,2,20.0,4,83.91,Hungarian Grand Prix,2023,0.0589999999999975,-20.766000000000005,0,0,0.5142857142857142,0.6060606060606061,0.0
HAM,37,HARD,2,21.0,4,83.907,Hungarian Grand Prix,2023,-0.0030000000000001,-20.769000000000005,0,0,0.5285714285714286,0.6363636363636364,0.0
HAM,38,HARD,2,22.0,4,84.274,Hungarian Grand Prix,2023,0.3670000000000044,-20.402,0,0,0.5428571428571428,0.6666666666666666,0.0
HAM,39,HARD,2,23.0,4,84.35,Hungarian Grand Prix,2023,0.0759999999999934,-20.326000000000008,0,0,0.5571428571428572,0.696969696969697,0.0
HAM,40,HARD,2,24.0,4,84.798,Hungarian Grand Prix,2023,0.4480000000000075,-19.878,0,0,0.5714285714285714,0.7272727272727273,0.0
HAM,41,HARD,2,25.0,4,84.584,Hungarian Grand Prix,2023,-0.2139999999999986,-20.092,0,0,0.5857142857142857,0.7575757575757576,0.0
HAM,42,HARD,2,26.0,4,84.846,Hungarian Grand Prix,2023,0.2620000000000004,-19.83,0,0,0.6,0.7878787878787878,0.0
HAM,43,HARD,2,27.0,3,84.573,Hungarian Grand Prix,2023,-0.2730000000000103,-20.10300000000001,0,0,0.6142857142857143,0.8181818181818182,1.0
HAM,44,HARD,2,28.0,3,84.443,Hungarian Grand Prix,2023,-0.1299999999999954,-20.233000000000004,0,0,0.6285714285714286,0.8484848484848485,0.0
HAM,45,HARD,2,29.0,2,84.574,Hungarian Grand Prix,2023,0.1310000000000002,-20.102000000000004,0,0,0.6428571428571429,0.8787878787878788,1.0
HAM,46,HARD,2,30.0,2,84.251,Hungarian Grand Prix,2023,-0.3229999999999933,-20.425,0,0,0.6571428571428571,0.9090909090909092,0.0
HAM,47,HARD,2,31.0,2,84.202,Hungarian Grand Prix,2023,-0.0490000000000065,-20.474000000000004,0,0,0.6714285714285714,0.9393939393939394,0.0
HAM,48,HARD,2,32.0,2,84.49,Hungarian Grand Prix,2023,0.2879999999999967,-20.186000000000007,0,0,0.6857142857142857,0.9696969696969696,0.0
