Driver,LapNumber,Compound,Stint,TyreLife,Position,LapTime (s),Race,Year,LapTime_Delta,Cumulative_Degradation,PitStop,PitNextLap,RaceProgress,Normalized_TyreLife,Position_Change
OCO,34,HARD,1,34.0,8,77.419,Canadian Grand Prix,2025,-13.911,82.06800000000003,0,0,0.4415584415584415,0.5964912280701754,5.0
OCO,35,HARD,1,35.0,8,77.34,Canadian Grand Prix,2025,-14.170999999999992,81.98900000000003,0,0,0.4545454545454545,0.6140350877192983,5.0
OCO,36,HARD,1,36.0,8,77.152,Canadian Grand Prix,2025,-14.498000000000005,81.80100000000003,0,0,0.4675324675324675,0.631578947368421,4.0
OCO,37,HARD,1,37.0,9,77.79,Canadian Grand Prix,2025,-13.956999999999994,82.43900000000004,0,0,0.4805194805194805,0.6491228070175439,3.0
OCO,38,HARD,1,38.0,9,77.917,Canadian Grand Prix,2025,-13.685999999999993,82.56600000000003,0,0,0.4935064935064935,0.6666666666666666,3.0
OCO,39,HARD,1,39.0,9,77.035,Canadian Grand Prix,2025,-14.518,81.68400000000003,0,0,0.5064935064935064,0.6842105263157895,3.0
OCO,40,HARD,1,40.0,9,76.969,Canadian Grand Prix,2025,-14.593000000000004,81.61800000000002,0,0,0.5194805194805194,0.7017543859649122,3.0
OCO,41,HARD,1,41.0,9,76.905,Canadian Grand Prix,2025,-14.433999999999996,81.55400000000003,0,0,0.5324675324675324,0.7192982456140351,3.0
OCO,42,HARD,1,42.0,9,76.995,Canadian Grand Prix,2025,-14.546999999999995,81.64400000000003,0,0,0.5454545454545454,0.7368421052631579,3.0
OCO,43,HARD,1,43.0,9,76.739,Canadian Grand Prix,2025,-14.930999999999996,81.38800000000003,0,0,0.5584415584415584,0.7543859649122807,3.0
OCO,44,HARD,1,44.0,9,76.88,Canadian Grand Prix,2025,-14.956000000000005,81.52900000000002,0,0,0.5714285714285714,0.7719298245614035,3.0
OCO,45,HARD,1,45.0,9,76.69,Canadian Grand Prix,2025,-15.409000000000006,81.33900000000003,0,0,0.5844155844155844,0.7894736842105263,3.0
