Driver,LapNumber,Compound,Stint,TyreLife,Position,LapTime (s),Race,Year,LapTime_Delta,Cumulative_Degradation,PitStop,PitNextLap,RaceProgress,Normalized_TyreLife,Position_Change
RIC,34,MEDIUM,3,3.0,13,88.271,Spanish Grand Prix,2022,-34.57899999999999,-46.241,0,0,0.4722222222222222,0.0666666666666666,6.0
RIC,35,MEDIUM,3,4.0,13,88.397,Spanish Grand Prix,2022,-12.027,-46.115,0,0,0.4861111111111111,0.0888888888888888,6.0
RIC,36,MEDIUM,3,5.0,13,88.475,Spanish Grand Prix,2022,-10.452000000000012,-46.037000000000006,0,0,0.5,0.1111111111111111,6.0
RIC,37,MEDIUM,3,6.0,13,88.418,Spanish Grand Prix,2022,-10.569999999999991,-46.094,0,0,0.5138888888888888,0.1333333333333333,6.0
RIC,38,MEDIUM,3,7.0,13,88.575,Spanish Grand Prix,2022,-10.570999999999998,-45.937,0,0,0.5277777777777778,0.1555555555555555,5.0
RIC,39,MEDIUM,3,8.0,13,88.594,Spanish Grand Prix,2022,-10.726,-45.918000000000006,0,0,0.5416666666666666,0.1777777777777777,5.0
RIC,40,MEDIUM,3,9.0,13,88.871,Spanish Grand Prix,2022,-10.286,-45.641000000000005,0,0,0.5555555555555556,0.2,5.0
RIC,41,MEDIUM,3,10.0,13,89.17,Spanish Grand Prix,2022,-9.884,-45.342,0,0,0.5694444444444444,0.2222222222222222,5.0
RIC,42,MEDIUM,3,11.0,13,88.95,Spanish Grand Prix,2022,-42.67999999999999,-45.562,0,0,0.5833333333333334,0.2444444444444444,2.0
RIC,43,MEDIUM,3,12.0,12,89.014,Spanish Grand Prix,2022,-19.65300000000001,-45.498000000000005,0,0,0.5972222222222222,0.2666666666666666,3.0
RIC,44,MEDIUM,3,13.0,12,89.384,Spanish Grand Prix,2022,0.0,-25.285,0,0,0.6111111111111112,0.2888888888888888,3.0
RIC,45,MEDIUM,3,14.0,12,89.152,Spanish Grand Prix,2022,-43.51899999999999,-25.517,0,0,0.625,0.3111111111111111,3.0
RIC,46,MEDIUM,3,15.0,12,89.303,Spanish Grand Prix,2022,-48.679,-25.366,0,0,0.6388888888888888,0.3333333333333333,3.0
RIC,47,MEDIUM,3,16.0,12,89.148,Spanish Grand Prix,2022,-6.613,-25.521,0,0,0.6527777777777778,0.3555555555555555,1.0
RIC,48,MEDIUM,3,17.0,13,92.494,Spanish Grand Prix,2022,-3.128,-22.175,0,0,0.6666666666666666,0.3777777777777777,0.0
RIC,49,SOFT,4,4.0,13,107.158,Spanish Grand Prix,2022,25.337000000000003,-4.135999999999996,1,1,0.6805555555555556,0.125,5.0
RIC,50,SOFT,4,5.0,13,87.636,Spanish Grand Prix,2022,5.689999999999998,-23.658,1,1,0.6944444444444444,0.15625,5.0
RIC,51,SOFT,4,6.0,13,87.36,Spanish Grand Prix,2022,5.284000000000006,-23.934,1,1,0.7083333333333334,0.1875,5.0
RIC,52,SOFT,4,7.0,13,87.388,Spanish Grand Prix,2022,4.954000000000008,-23.90599999999999,1,1,0.7222222222222222,0.21875,5.0
RIC,53,SOFT,4,8.0,13,87.376,Spanish Grand Prix,2022,5.334000000000003,-23.917999999999992,1,1,0.7361111111111112,0.25,4.0
RIC,54,SOFT,4,9.0,13,87.285,Spanish Grand Prix,2022,5.10799999999999,-24.009,1,1,0.75,0.28125,4.0
RIC,55,SOFT,4,10.0,13,88.545,Spanish Grand Prix,2022,5.969000000000008,-22.748999999999995,1,1,0.7638888888888888,0.3125,5.0
RIC,56,SOFT,4,11.0,13,89.196,Spanish Grand Prix,2022,7.382000000000005,-22.098,1,0,0.7777777777777778,0.34375,5.0
RIC,57,SOFT,4,12.0,13,89.49,Spanish Grand Prix,2022,7.655000000000001,-21.804,1,0,0.7916666666666666,0.375,5.0
RIC,58,SOFT,4,13.0,13,88.071,Spanish Grand Prix,2022,6.462000000000003,-23.223,1,0,0.8055555555555556,0.40625,5.0
RIC,59,SOFT,4,14.0,13,87.956,Spanish Grand Prix,2022,6.274000000000001,-23.337999999999997,1,0,0.8194444444444444,0.4375,5.0
RIC,60,SOFT,4,15.0,13,88.076,Spanish Grand Prix,2022,6.305999999999997,-23.218000000000004,1,0,0.8333333333333334,0.46875,5.0
RIC,61,SOFT,4,16.0,13,88.175,Spanish Grand Prix,2022,6.597999999999999,-23.119,1,0,0.8472222222222222,0.5,5.0
RIC,62,SOFT,4,17.0,13,88.526,Spanish Grand Prix,2022,2.088999999999998,-22.768,1,0,0.8611111111111112,0.53125,5.0
RIC,63,SOFT,4,18.0,13,89.164,Spanish Grand Prix,2022,0.6380000000000052,-22.129999999999995,0,0,0.875,0.5625,0.0
RIC,64,SOFT,4,19.0,12,89.12,Spanish Grand Prix,2022,-0.0439999999999969,-22.173999999999992,0,0,0.8888888888888888,0.59375,1.0
RIC,65,SOFT,4,20.0,12,88.96,Spanish Grand Prix,2022,-0.1600000000000108,-22.334000000000003,0,1,0.9027777777777778,0.625,0.0
RUS,1,SOFT,1,4.0,3,90.987,Spanish Grand Prix,2022,-15.179000000000002,-14.352000000000004,0,1,0.0138888888888888,0.1,12.0
RUS,2,SOFT,1,5.0,3,87.831,Spanish Grand Prix,2022,-9.792000000000002,-4.938000000000002,0,1,0.0277777777777777,0.125,12.0
RUS,3,SOFT,1,6.0,3,87.9,Spanish Grand Prix,2022,-8.58999999999999,20.69099999999999,0,1,0.0416666666666666,0.15,12.0
RUS,4,SOFT,1,7.0,3,88.177,Spanish Grand Prix,2022,-7.759,34.354,0,1,0.0555555555555555,0.175,12.0
RUS,5,SOFT,1,8.0,3,88.503,Spanish Grand Prix,2022,-7.2819999999999965,41.62599999999999,0,1,0.0694444444444444,0.2,12.0
RUS,6,SOFT,1,9.0,3,88.655,Spanish Grand Prix,2022,-9.893,41.77799999999999,0,1,0.0833333333333333,0.225,11.0
RUS,7,SOFT,1,10.0,3,88.74,Spanish Grand Prix,2022,-8.271,41.86299999999999,0,1,0.0972222222222222,0.25,12.0
RUS,8,SOFT,1,11.0,3,88.892,Spanish Grand Prix,2022,-7.794000000000011,42.01499999999999,0,1,0.1111111111111111,0.275,11.0
RUS,9,SOFT,1,12.0,2,89.504,Spanish Grand Prix,2022,-6.771999999999991,42.627,0,1,0.125,0.3,12.0
RUS,10,SOFT,1,13.0,2,89.42,Spanish Grand Prix,2022,-6.804999999999993,25.783999999999992,0,1,0.1388888888888889,0.325,12.0
RUS,11,SOFT,1,14.0,2,89.528,Spanish Grand Prix,2022,-6.585999999999999,25.892,0,1,0.1527777777777778,0.35,11.0
RUS,12,SOFT,1,15.0,2,89.014,Spanish Grand Prix,2022,-6.615000000000009,25.377999999999982,0,1,0.1666666666666666,0.375,10.0
RUS,13,SOFT,1,16.0,3,92.39,Spanish Grand Prix,2022,-2.885000000000005,28.75399999999999,0,1,0.1805555555555555,0.4,8.0
RUS,14,MEDIUM,2,1.0,4,105.382,Spanish Grand Prix,2022,-22.877999999999982,-12.054999999999993,0,0,0.1944444444444444,0.0222222222222222,5.0
RUS,15,MEDIUM,2,2.0,3,87.631,Spanish Grand Prix,2022,-15.204999999999998,-29.806,0,0,0.2083333333333333,0.0444444444444444,5.0
RUS,16,MEDIUM,2,3.0,3,88.016,Spanish Grand Prix,2022,-34.354,-29.420999999999992,0,0,0.2222222222222222,0.0666666666666666,3.0
RUS,17,MEDIUM,2,4.0,3,88.149,Spanish Grand Prix,2022,0.0,-19.348,0,0,0.2361111111111111,0.0888888888888888,2.0
RUS,18,MEDIUM,2,5.0,2,88.317,Spanish Grand Prix,2022,0.0,-9.382999999999996,0,0,0.25,0.1111111111111111,3.0
RUS,19,MEDIUM,2,6.0,2,88.03,Spanish Grand Prix,2022,-28.41,14.732000000000014,0,0,0.2638888888888889,0.1333333333333333,3.0
RUS,20,MEDIUM,2,7.0,2,88.255,Spanish Grand Prix,2022,0.6069999999999993,28.13400000000001,0,0,0.2777777777777778,0.1555555555555555,3.0
RUS,21,MEDIUM,2,8.0,2,88.123,Spanish Grand Prix,2022,3.4180000000000064,42.95600000000003,0,0,0.2916666666666667,0.1777777777777777,3.0
RUS,22,MEDIUM,2,9.0,2,88.137,Spanish Grand Prix,2022,4.287999999999997,31.03000000000003,0,0,0.3055555555555556,0.2,3.0
RUS,23,MEDIUM,2,10.0,2,88.555,Spanish Grand Prix,2022,5.236000000000004,45.92400000000004,0,0,0.3194444444444444,0.2222222222222222,3.0
RUS,24,MEDIUM,2,11.0,2,89.588,Spanish Grand Prix,2022,6.574999999999989,77.54000000000002,0,0,0.3333333333333333,0.2444444444444444,3.0
RUS,25,MEDIUM,2,12.0,2,88.79,Spanish Grand Prix,2022,6.278000000000006,102.91500000000002,0,0,0.3472222222222222,0.2666666666666666,3.0
RUS,26,MEDIUM,2,13.0,2,88.687,Spanish Grand Prix,2022,6.543999999999997,144.985,0,0,0.3611111111111111,0.2888888888888888,3.0
RUS,27,MEDIUM,2,14.0,1,88.513,Spanish Grand Prix,2022,6.216000000000008,144.81100000000004,0,0,0.375,0.3111111111111111,4.0
RUS,28,MEDIUM,2,15.0,1,88.838,Spanish Grand Prix,2022,6.649999999999992,145.13600000000002,0,0,0.3888888888888889,0.3333333333333333,4.0
RUS,29,MEDIUM,2,16.0,1,88.799,Spanish Grand Prix,2022,6.443000000000012,128.96500000000003,0,0,0.4027777777777778,0.3555555555555555,4.0
RUS,30,MEDIUM,2,17.0,1,88.626,Spanish Grand Prix,2022,6.638000000000005,128.79200000000003,0,0,0.4166666666666667,0.3777777777777777,4.0
RUS,31,MEDIUM,2,18.0,2,90.146,Spanish Grand Prix,2022,8.201999999999998,110.062,0,0,0.4305555555555556,0.4,3.0
RUS,32,MEDIUM,2,19.0,2,89.244,Spanish Grand Prix,2022,7.498000000000005,109.16,0,0,0.4444444444444444,0.4222222222222222,3.0
RUS,33,MEDIUM,2,20.0,2,89.286,Spanish Grand Prix,2022,7.388999999999996,109.202,0,0,0.4583333333333333,0.4444444444444444,3.0
RUS,34,MEDIUM,2,21.0,2,89.221,Spanish Grand Prix,2022,7.486000000000004,109.137,0,1,0.4722222222222222,0.4666666666666667,3.0
RUS,35,MEDIUM,2,22.0,2,88.956,Spanish Grand Prix,2022,7.308000000000007,108.872,0,1,0.4861111111111111,0.4888888888888889,3.0
RUS,36,MEDIUM,2,23.0,3,92.633,Spanish Grand Prix,2022,10.810000000000002,112.549,0,1,0.5,0.5111111111111111,2.0
RUS,37,MEDIUM,3,1.0,3,104.507,Spanish Grand Prix,2022,6.754000000000005,-73.04299999999999,1,0,0.5138888888888888,0.0294117647058823,3.0
RUS,38,MEDIUM,3,2.0,3,86.839,Spanish Grand Prix,2022,-10.953000000000005,-90.711,1,0,0.5277777777777778,0.0588235294117647,3.0
RUS,39,MEDIUM,3,3.0,3,87.082,Spanish Grand Prix,2022,-10.63900000000001,-90.468,1,0,0.5416666666666666,0.088235294117647,3.0
RUS,40,MEDIUM,3,4.0,3,87.943,Spanish Grand Prix,2022,-9.847000000000008,-89.607,1,0,0.5555555555555556,0.1176470588235294,3.0
RUS,41,MEDIUM,3,5.0,3,87.348,Spanish Grand Prix,2022,-10.435000000000002,-90.202,1,0,0.5694444444444444,0.1470588235294117,3.0
RUS,42,MEDIUM,3,6.0,3,87.146,Spanish Grand Prix,2022,-10.965000000000003,-78.94099999999999,1,0,0.5833333333333334,0.1764705882352941,3.0
RUS,43,MEDIUM,3,7.0,3,87.081,Spanish Grand Prix,2022,-11.665999999999997,-79.00599999999999,1,0,0.5972222222222222,0.2058823529411764,3.0
RUS,44,MEDIUM,3,8.0,3,87.5,Spanish Grand Prix,2022,-10.796999999999995,-78.58699999999999,1,0,0.6111111111111112,0.2352941176470588,3.0
RUS,45,MEDIUM,3,9.0,3,88.345,Spanish Grand Prix,2022,-20.643,-77.74199999999999,1,0,0.625,0.2647058823529412,2.0
RUS,46,MEDIUM,3,10.0,3,87.927,Spanish Grand Prix,2022,-13.544999999999987,-78.15999999999998,0,0,0.6388888888888888,0.2941176470588235,2.0
RUS,47,MEDIUM,3,11.0,3,87.884,Spanish Grand Prix,2022,-13.168999999999995,-78.20299999999999,0,0,0.6527777777777778,0.3235294117647059,2.0
RUS,48,MEDIUM,3,12.0,3,87.843,Spanish Grand Prix,2022,-13.35799999999999,-78.24399999999999,0,0,0.6666666666666666,0.3529411764705882,2.0
RUS,49,MEDIUM,3,13.0,3,87.479,Spanish Grand Prix,2022,-13.774,-96.68099999999998,0,0,0.6805555555555556,0.3823529411764705,2.0
RUS,50,MEDIUM,3,14.0,3,87.42,Spanish Grand Prix,2022,-13.733000000000004,-96.73999999999998,0,0,0.6944444444444444,0.4117647058823529,2.0
